epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.4854,0.77573,2.97945,1.49159,0.35282,0.56568,0.38405,0.23701,1.32589,3.66548,1.54106,0.000254065,0.000254065,0.000254065
2,101.519,0.45107,1.87626,1.19984,0.38815,0.66589,0.48122,0.37323,0.92743,1.57102,1.3574,0.000500292,0.000500292,0.000500292
3,149.576,0.3914,1.52678,1.13753,0.41778,0.70566,0.53833,0.4199,0.86387,1.20057,1.38114,0.000736369,0.000736369,0.000736369
4,197.624,0.35072,1.32605,1.09439,0.66001,0.55757,0.58719,0.51402,0.48742,1.30524,1.23873,0.000723321,0.000723321,0.000723321
5,246.21,0.33755,1.13932,1.07165,0.47728,0.75061,0.60312,0.5519,0.45127,1.20063,1.08516,0.000708095,0.000708095,0.000708095
6,295.067,0.30177,1.01408,1.04443,0.44904,0.58924,0.56065,0.49039,0.58148,1.22533,1.11507,0.000692869,0.000692869,0.000692869
7,345.359,0.29288,0.94309,1.0306,0.47156,0.77281,0.61567,0.57015,0.43769,1.28155,1.10558,0.000677643,0.000677643,0.000677643
8,396.226,0.28269,0.85315,1.01882,0.68187,0.66239,0.69063,0.65496,0.34671,0.87033,1.00032,0.000662417,0.000662417,0.000662417
9,446.249,0.2672,0.76831,1.01473,0.55568,0.74827,0.74596,0.71618,0.31813,0.75248,0.95123,0.00064719,0.00064719,0.00064719
10,495.436,0.26405,0.74383,1.00547,0.70204,0.68556,0.75332,0.70697,0.31738,0.90275,0.91728,0.000631964,0.000631964,0.000631964
11,544.616,0.26193,0.7147,1.00918,0.6481,0.74237,0.73551,0.70256,0.32674,0.68942,0.96168,0.000616738,0.000616738,0.000616738
12,594.037,0.25979,0.67974,1.00439,0.65548,0.72852,0.77736,0.74134,0.34022,0.6412,1.00083,0.000601512,0.000601512,0.000601512
13,644.148,0.25973,0.64877,0.99936,0.6882,0.7465,0.79574,0.7513,0.34328,0.65511,0.94046,0.000586286,0.000586286,0.000586286
14,694.6,0.23872,0.61862,0.98613,0.71698,0.78606,0.81258,0.77518,0.31166,0.57368,0.94545,0.000571059,0.000571059,0.000571059
15,744.732,0.24263,0.61974,0.99591,0.78412,0.78071,0.84097,0.80267,0.3253,0.52649,0.94641,0.000555833,0.000555833,0.000555833
16,794.98,0.23852,0.57213,0.98353,0.69506,0.8894,0.83525,0.79913,0.31773,0.54564,0.9264,0.000540607,0.000540607,0.000540607
17,845.888,0.23466,0.54426,0.98278,0.87988,0.74993,0.86031,0.81667,0.30672,0.43861,0.90708,0.000525381,0.000525381,0.000525381
18,896.216,0.22665,0.53381,0.97684,0.79486,0.8315,0.84711,0.81136,0.31545,0.421,0.93941,0.000510155,0.000510155,0.000510155
19,946.853,0.22136,0.49856,0.9749,0.77216,0.84583,0.85867,0.82606,0.29379,0.44174,0.88216,0.000494928,0.000494928,0.000494928
20,997.72,0.22122,0.48592,0.96923,0.78001,0.84965,0.87511,0.82158,0.28224,0.40777,0.87052,0.000479702,0.000479702,0.000479702
21,1048.83,0.21265,0.46412,0.96955,0.83406,0.8352,0.87634,0.83402,0.30936,0.43145,0.87816,0.000464476,0.000464476,0.000464476
22,1099.51,0.21433,0.48232,0.96586,0.86038,0.76102,0.86064,0.79753,0.29428,0.49053,0.89619,0.00044925,0.00044925,0.00044925
23,1149.78,0.20608,0.43966,0.96689,0.86348,0.80415,0.8748,0.8397,0.27941,0.42672,0.85962,0.000434024,0.000434024,0.000434024
24,1200.06,0.21002,0.44559,0.96751,0.86177,0.85368,0.88301,0.84919,0.28873,0.4231,0.86878,0.000418797,0.000418797,0.000418797
25,1250.39,0.20441,0.43084,0.96329,0.92682,0.84051,0.90126,0.87023,0.25377,0.39052,0.84609,0.000403571,0.000403571,0.000403571
26,1300.9,0.2021,0.42738,0.95972,0.87284,0.8918,0.92861,0.8842,0.29277,0.39853,0.85141,0.000388345,0.000388345,0.000388345
27,1351.22,0.20189,0.40342,0.96385,0.82452,0.85738,0.87809,0.83278,0.27304,0.36781,0.85291,0.000373119,0.000373119,0.000373119
28,1401.89,0.19226,0.37945,0.95433,0.85308,0.86666,0.8929,0.85814,0.26508,0.35347,0.84899,0.000357893,0.000357893,0.000357893
29,1452.73,0.19535,0.38,0.95769,0.94583,0.88379,0.92658,0.88648,0.2547,0.31556,0.82681,0.000342666,0.000342666,0.000342666
30,1502.93,0.19206,0.37277,0.95644,0.84716,0.91098,0.91207,0.87144,0.28075,0.36753,0.83844,0.00032744,0.00032744,0.00032744
31,1553.35,0.18625,0.37284,0.95378,0.89019,0.88266,0.92494,0.89116,0.26347,0.34242,0.8445,0.000312214,0.000312214,0.000312214
32,1604.13,0.18003,0.35191,0.94784,0.89384,0.85056,0.90641,0.8735,0.25721,0.31333,0.8317,0.000296988,0.000296988,0.000296988
33,1654.84,0.1845,0.34242,0.95143,0.86662,0.89324,0.90501,0.86871,0.25133,0.30794,0.83555,0.000281762,0.000281762,0.000281762
34,1705.61,0.17894,0.33838,0.9467,0.90092,0.88001,0.91296,0.87953,0.25497,0.32113,0.8358,0.000266535,0.000266535,0.000266535
35,1756.63,0.17899,0.34124,0.94574,0.91942,0.86224,0.91853,0.8798,0.24558,0.34823,0.81806,0.000251309,0.000251309,0.000251309
36,1807.89,0.16908,0.31325,0.94052,0.92505,0.88316,0.92153,0.88423,0.26654,0.33072,0.8359,0.000236083,0.000236083,0.000236083
37,1858.88,0.1714,0.31169,0.94259,0.92006,0.89479,0.92796,0.89555,0.23327,0.2898,0.80485,0.000220857,0.000220857,0.000220857
38,1909.75,0.17078,0.30966,0.94673,0.94935,0.85132,0.92554,0.88835,0.24827,0.29629,0.80878,0.000205631,0.000205631,0.000205631
39,1960.57,0.17169,0.30269,0.94237,0.92297,0.88195,0.93016,0.8924,0.25763,0.32683,0.80118,0.000190404,0.000190404,0.000190404
40,2010.77,0.16485,0.298,0.93488,0.94636,0.85236,0.94363,0.90582,0.26033,0.31437,0.81394,0.000175178,0.000175178,0.000175178
41,2099.8,0.16399,0.29378,0.89834,0.92696,0.87455,0.93627,0.90598,0.23616,0.29712,0.79696,0.000159952,0.000159952,0.000159952
42,2149.92,0.1544,0.25745,0.8856,0.87501,0.89997,0.93707,0.90465,0.22648,0.30064,0.79183,0.000144726,0.000144726,0.000144726
43,2200.39,0.15026,0.24661,0.88082,0.9454,0.84862,0.93741,0.9092,0.2296,0.31162,0.79696,0.0001295,0.0001295,0.0001295
44,2251.75,0.1496,0.22572,0.88511,0.95503,0.88262,0.95139,0.92117,0.23342,0.2887,0.78703,0.000114273,0.000114273,0.000114273
45,2302.84,0.14637,0.23298,0.88071,0.95203,0.86562,0.95348,0.92123,0.2184,0.27249,0.76894,9.90472e-05,9.90472e-05,9.90472e-05
46,2353.95,0.14181,0.21238,0.87882,0.94419,0.86753,0.95495,0.92332,0.22319,0.27452,0.77143,8.3821e-05,8.3821e-05,8.3821e-05
47,2406.07,0.13772,0.20424,0.874,0.94442,0.88793,0.94675,0.91592,0.2064,0.25056,0.76391,6.85948e-05,6.85948e-05,6.85948e-05
48,2459.84,0.13704,0.19245,0.8713,0.95263,0.87471,0.94809,0.91559,0.19946,0.25008,0.75173,5.33686e-05,5.33686e-05,5.33686e-05
49,2513.87,0.13239,0.1907,0.869,0.96538,0.86976,0.94963,0.91835,0.198,0.24956,0.74814,3.81424e-05,3.81424e-05,3.81424e-05
50,2568.02,0.13288,0.18669,0.87396,0.9684,0.87069,0.94856,0.91655,0.192,0.24674,0.74382,2.29162e-05,2.29162e-05,2.29162e-05
