epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,5808.88,0.47685,0.52114,0.98601,0.93045,0.8565,0.91058,0.79094,0.71913,0.8282,1.15412,0.0002872,0.0002872,0.0002872
74,5896.94,0.48075,0.56067,1.0044,0.94496,0.8422,0.91785,0.77662,0.78735,0.86169,1.19537,0.0002773,0.0002773,0.0002773
75,5983.61,0.47071,0.52755,0.99296,0.91046,0.86908,0.91802,0.78799,0.77471,0.81774,1.18279,0.0002674,0.0002674,0.0002674
76,6070.53,0.47346,0.5443,0.97759,0.91072,0.89834,0.92261,0.79217,0.7504,0.79844,1.16234,0.0002575,0.0002575,0.0002575
77,6157.14,0.48826,0.52379,0.98009,0.90695,0.89422,0.91933,0.79117,0.7632,0.80995,1.18409,0.0002476,0.0002476,0.0002476
78,6242.91,0.46174,0.50796,0.97438,0.91384,0.87559,0.9316,0.80905,0.73337,0.78269,1.17675,0.0002377,0.0002377,0.0002377
79,6330.19,0.44585,0.48514,0.97655,0.86807,0.9144,0.93547,0.80136,0.73495,0.77785,1.16511,0.0002278,0.0002278,0.0002278
80,6416.97,0.47051,0.52329,0.97204,0.89838,0.89284,0.93128,0.80627,0.75272,0.80223,1.17201,0.0002179,0.0002179,0.0002179
81,6504.23,0.43583,0.47577,0.95509,0.91207,0.85287,0.91709,0.79292,0.72819,0.80365,1.14521,0.000208,0.000208,0.000208
82,6590.85,0.4363,0.46209,0.9724,0.90647,0.86994,0.9092,0.79474,0.7187,0.8049,1.1276,0.0001981,0.0001981,0.0001981
83,6677.16,0.46288,0.47278,0.98082,0.93875,0.84838,0.90829,0.79172,0.72824,0.81739,1.14632,0.0001882,0.0001882,0.0001882
84,6764.03,0.43335,0.49295,0.97184,0.943,0.85378,0.92483,0.8135,0.70768,0.78613,1.13629,0.0001783,0.0001783,0.0001783
85,6849.92,0.44188,0.48282,0.98006,0.91267,0.87198,0.91942,0.81582,0.68501,0.79236,1.12243,0.0001684,0.0001684,0.0001684
86,6936.96,0.41964,0.46961,0.95666,0.90913,0.85325,0.91963,0.8031,0.69116,0.80196,1.12312,0.0001585,0.0001585,0.0001585
87,7024.57,0.43835,0.48047,0.973,0.91629,0.88047,0.93111,0.80873,0.72394,0.79888,1.14854,0.0001486,0.0001486,0.0001486
88,7110.95,0.43161,0.48797,0.97298,0.91621,0.87817,0.93226,0.80225,0.74232,0.78715,1.17209,0.0001387,0.0001387,0.0001387
89,7197.84,0.43229,0.47652,0.96984,0.90809,0.89367,0.92621,0.80931,0.72025,0.76441,1.16622,0.0001288,0.0001288,0.0001288
90,7284.5,0.40416,0.45836,0.95266,0.89373,0.90754,0.92139,0.79685,0.71245,0.79117,1.15981,0.0001189,0.0001189,0.0001189
91,7371.25,0.38251,0.45104,0.93723,0.88489,0.92105,0.92322,0.79815,0.72474,0.83203,1.17243,0.000109,0.000109,0.000109
92,7457.1,0.3782,0.47969,0.93987,0.91341,0.88134,0.92032,0.79695,0.72579,0.86075,1.16748,9.91e-05,9.91e-05,9.91e-05
93,7542.54,0.36195,0.46827,0.91253,0.96834,0.84934,0.92053,0.80418,0.71636,0.83908,1.16343,8.92e-05,8.92e-05,8.92e-05
94,7628.44,0.36006,0.42564,0.91759,0.87847,0.92176,0.92475,0.81004,0.71853,0.81315,1.16142,7.93e-05,7.93e-05,7.93e-05
95,7714.82,0.34509,0.40239,0.91782,0.87363,0.92036,0.92641,0.81368,0.72295,0.81287,1.1615,6.94e-05,6.94e-05,6.94e-05
96,7802.28,0.35313,0.39311,0.916,0.87374,0.91836,0.92834,0.81168,0.71918,0.80626,1.16392,5.95e-05,5.95e-05,5.95e-05
97,7887.11,0.34857,0.4129,0.91671,0.90995,0.84379,0.92432,0.79932,0.72803,0.79951,1.16602,4.96e-05,4.96e-05,4.96e-05
98,7980.78,0.35171,0.40307,0.89754,0.87879,0.91964,0.93103,0.8068,0.74103,0.80258,1.17384,3.97e-05,3.97e-05,3.97e-05
99,8078.14,0.33539,0.39531,0.89716,0.87477,0.92669,0.93112,0.80633,0.74503,0.79329,1.17381,2.98e-05,2.98e-05,2.98e-05
100,8169.4,0.32344,0.37973,0.89213,0.88021,0.92467,0.93154,0.8079,0.74527,0.78905,1.17011,1.99e-05,1.99e-05,1.99e-05
