epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,2927.7,0.51756,0.68503,0.99969,0.83215,0.71254,0.82869,0.69516,0.67046,1.09384,0.97067,0.000656,0.000656,0.000656
50,2981.17,0.54569,0.70006,1.00866,0.78187,0.64808,0.7972,0.68326,0.64291,1.12763,0.94363,0.000643625,0.000643625,0.000643625
51,3034.11,0.49918,0.6514,0.99466,0.73193,0.65691,0.74506,0.63772,0.63322,1.18474,0.92084,0.00063125,0.00063125,0.00063125
52,3088.16,0.52725,0.67283,0.99795,0.7298,0.68454,0.8644,0.73555,0.66603,1.14285,0.95467,0.000618875,0.000618875,0.000618875
53,3143.62,0.51803,0.67502,0.99341,0.7564,0.67787,0.86073,0.73803,0.63689,1.13414,0.9363,0.0006065,0.0006065,0.0006065
54,3197.2,0.51411,0.70099,0.99713,0.75063,0.73248,0.85732,0.75481,0.62106,1.03749,0.91431,0.000594125,0.000594125,0.000594125
55,3252.57,0.48881,0.63846,1.00284,0.7894,0.76641,0.85195,0.75108,0.608,1.03952,0.90389,0.00058175,0.00058175,0.00058175
56,3305.85,0.45784,0.6127,0.97994,0.77852,0.74709,0.8571,0.75093,0.63922,1.08372,0.92931,0.000569375,0.000569375,0.000569375
57,3359.49,0.50725,0.68384,0.99143,0.80074,0.74461,0.87862,0.7503,0.66885,1.05839,0.96598,0.000557,0.000557,0.000557
58,3413.3,0.49793,0.61902,0.98845,0.78277,0.81852,0.88188,0.75657,0.64386,0.96048,0.95412,0.000544625,0.000544625,0.000544625
59,3466.75,0.51239,0.58793,0.98946,0.79217,0.8616,0.8942,0.77286,0.62976,0.88737,0.93132,0.00053225,0.00053225,0.00053225
60,3520.25,0.47628,0.58862,0.98108,0.88847,0.78163,0.87896,0.76574,0.64196,0.89919,0.94242,0.000519875,0.000519875,0.000519875
61,3573.68,0.51291,0.59295,0.98394,0.80806,0.79737,0.85761,0.74613,0.64752,0.94146,0.95129,0.0005075,0.0005075,0.0005075
62,3628.04,0.48297,0.58132,0.98454,0.77215,0.73973,0.82913,0.71941,0.65513,0.96358,0.93923,0.000495125,0.000495125,0.000495125
63,3681.43,0.49999,0.58749,0.97527,0.74254,0.72279,0.84524,0.74491,0.63824,1.01028,0.93341,0.00048275,0.00048275,0.00048275
64,3736.1,0.46391,0.58219,0.96589,0.767,0.68547,0.83557,0.74028,0.60666,1.1029,0.90513,0.000470375,0.000470375,0.000470375
65,3789.81,0.45008,0.55081,0.98981,0.6979,0.78574,0.82553,0.72491,0.64189,1.09217,0.94227,0.000458,0.000458,0.000458
66,3843.08,0.49732,0.60439,0.99114,0.73438,0.669,0.81497,0.71777,0.63602,1.11632,0.94731,0.000445625,0.000445625,0.000445625
67,3896.97,0.48456,0.56501,0.96952,0.81344,0.69822,0.81656,0.71241,0.62578,1.10847,0.94349,0.00043325,0.00043325,0.00043325
68,3950.35,0.46386,0.53058,0.97199,0.82644,0.71335,0.85222,0.73208,0.63829,0.99019,0.94696,0.000420875,0.000420875,0.000420875
69,4004.46,0.46836,0.51952,0.95736,0.75252,0.77928,0.86004,0.73652,0.63843,0.92227,0.94319,0.0004085,0.0004085,0.0004085
70,4057.89,0.47825,0.53439,0.9663,0.77549,0.85448,0.88486,0.76312,0.63723,0.83073,0.92893,0.000396125,0.000396125,0.000396125
71,4112.17,0.43708,0.53145,0.95077,0.81422,0.82227,0.90509,0.78118,0.6382,0.82627,0.92047,0.00038375,0.00038375,0.00038375
72,4165.78,0.46183,0.51961,0.9974,0.78899,0.78736,0.88739,0.76295,0.64671,0.90578,0.92636,0.000371375,0.000371375,0.000371375
73,4219.42,0.4491,0.51718,0.9523,0.74503,0.80709,0.89759,0.77156,0.63863,0.91282,0.93116,0.000359,0.000359,0.000359
74,4272.67,0.44526,0.49949,0.98096,0.8408,0.71391,0.88369,0.77115,0.66507,0.91226,0.96801,0.000346625,0.000346625,0.000346625
75,4326.86,0.45405,0.49664,0.96733,0.7699,0.73884,0.8549,0.74072,0.68114,0.98346,0.98164,0.00033425,0.00033425,0.00033425
76,4382.68,0.4422,0.50256,0.97004,0.68718,0.84192,0.86182,0.75025,0.66583,0.96977,0.94998,0.000321875,0.000321875,0.000321875
77,4443.57,0.44049,0.51187,0.95691,0.75301,0.84028,0.8815,0.76693,0.65791,0.93456,0.94115,0.0003095,0.0003095,0.0003095
78,4497.32,0.42579,0.48908,0.947,0.8011,0.81073,0.89192,0.77217,0.64212,0.92447,0.94444,0.000297125,0.000297125,0.000297125
79,4550.72,0.40769,0.517,0.95018,0.81494,0.79126,0.88792,0.77797,0.65065,0.92195,0.94479,0.00028475,0.00028475,0.00028475
80,4604.08,0.44605,0.49409,0.95222,0.77559,0.74873,0.87116,0.75448,0.64613,0.97809,0.93513,0.000272375,0.000272375,0.000272375
81,4657.17,0.41634,0.48025,0.94276,0.71754,0.78043,0.85968,0.75544,0.63335,0.99709,0.92842,0.00026,0.00026,0.00026
82,4710.63,0.42293,0.49755,0.95873,0.73614,0.74441,0.85453,0.74568,0.65042,0.98134,0.93797,0.000247625,0.000247625,0.000247625
83,4765.17,0.41288,0.48946,0.94588,0.76029,0.75185,0.86035,0.74376,0.65529,0.94122,0.93661,0.00023525,0.00023525,0.00023525
84,4818.95,0.41721,0.45466,0.96156,0.82442,0.73708,0.86092,0.74938,0.63507,0.90757,0.93276,0.000222875,0.000222875,0.000222875
85,4873.26,0.39619,0.44616,0.94169,0.82282,0.75471,0.85076,0.74468,0.63201,0.90241,0.93397,0.0002105,0.0002105,0.0002105
86,4926.46,0.39264,0.43886,0.94564,0.75305,0.82989,0.85743,0.74793,0.63305,0.87269,0.93337,0.000198125,0.000198125,0.000198125
87,4979.71,0.41975,0.47807,0.95653,0.72205,0.80972,0.86932,0.76609,0.63622,0.89119,0.9323,0.00018575,0.00018575,0.00018575
88,5033.23,0.40483,0.44346,0.9334,0.78239,0.73771,0.8807,0.7638,0.61855,0.92692,0.92551,0.000173375,0.000173375,0.000173375
89,5087.5,0.39371,0.48576,0.93828,0.85637,0.68468,0.884,0.77105,0.61227,0.93642,0.92174,0.000161,0.000161,0.000161
90,5140.47,0.38213,0.44694,0.93984,0.85572,0.69923,0.88508,0.77355,0.61997,0.93375,0.92081,0.000148625,0.000148625,0.000148625
91,5193.41,0.34809,0.44521,0.92536,0.81975,0.74998,0.87879,0.76572,0.6466,0.91675,0.93672,0.00013625,0.00013625,0.00013625
92,5245.49,0.33971,0.41211,0.91333,0.78676,0.79486,0.87592,0.76226,0.65748,0.91616,0.95,0.000123875,0.000123875,0.000123875
93,5297.78,0.35197,0.40642,0.92755,0.73268,0.83596,0.86664,0.75931,0.65177,0.90591,0.94701,0.0001115,0.0001115,0.0001115
94,5350.03,0.3048,0.41389,0.90761,0.75389,0.80234,0.86847,0.7589,0.64831,0.89208,0.94538,9.9125e-05,9.9125e-05,9.9125e-05
95,5403.76,0.31867,0.3674,0.89876,0.83736,0.72912,0.86451,0.75952,0.64403,0.91269,0.93708,8.675e-05,8.675e-05,8.675e-05
96,5455.7,0.32283,0.39913,0.90161,0.78279,0.76236,0.85483,0.74189,0.64908,0.92339,0.93646,7.4375e-05,7.4375e-05,7.4375e-05
97,5507.46,0.30899,0.3828,0.90183,0.80818,0.77457,0.86186,0.74876,0.65505,0.92606,0.93651,6.2e-05,6.2e-05,6.2e-05
98,5560.07,0.31352,0.37046,0.8755,0.82433,0.74383,0.86626,0.75116,0.65535,0.92126,0.93461,4.9625e-05,4.9625e-05,4.9625e-05
99,5614.9,0.31164,0.36262,0.88939,0.81911,0.74307,0.8664,0.7534,0.64687,0.92984,0.92823,3.725e-05,3.725e-05,3.725e-05
100,5667.42,0.28996,0.39652,0.89199,0.7217,0.81322,0.86892,0.76012,0.6314,0.93813,0.91842,2.4875e-05,2.4875e-05,2.4875e-05
